Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
29/12/2024 13:13:03,Debit Card,Transportation,Bus,First aid kit vehicle,13388,Expense,NPR
30/09/2021 17:18:19,Credit Card,Health,Lab Tests,Medical tests for a domestic helper,10771,Expense,NPR
21/02/2021 15:58:08,eSewa,Health,Doctor Visit,Bhaktapur Cancer Hospital visit,35612,Expense,NPR
21/09/2020 22:05:56,IME Pay,Utilities,Gas,Energy monitoring app premium,373,Expense,NPR
10/04/2023 13:58:02,Debit Card,Utilities,Water,Bill for piped natural gas (if available),7374,Expense,NPR
17/02/2023 22:05:43,UPI,Health,Health Insurance,Lip balm for chapped lips,27426,Expense,NPR
05/10/2024 08:43:52,Cash,Health,Pharmacy,Medicare National Hospital consultation,30713,Expense,NPR
14/08/2023 09:58:08,Cash,Health,Pharmacy,Gambling addiction treatment,26744,Expense,NPR
18/12/2024 05:48:20,IME Pay,Entertainment,Streaming,Quiz competition team fee,134,Expense,NPR
27/08/2024 11:52:30,UPI,Shopping,Personal Care,"Sporting goods (e.g., cricket bat, football)",81788,Expense,NPR
15/02/2023 16:06:07,UPI,Health,Lab Tests,Scalp micropigmentation,21136,Expense,NPR
17/10/2022 21:35:26,Mobile Banking,Transportation,Taxi,Carburetor cleaning service,698,Expense,NPR
13/11/2023 18:56:34,Debit Card,Utilities,Phone,Electric vehicle to grid setup,2405,Expense,NPR
24/02/2022 18:32:51,UPI,Shopping,Clothing,Phone cover and screen protector,91669,Expense,NPR
17/09/2024 03:15:11,IME Pay,Shopping,Personal Care,Buying a new pair of prescription glasses,91539,Expense,NPR
05/09/2021 11:41:03,Credit Card,Transportation,Taxi,Door hinge lubrication,6771,Expense,NPR
30/03/2021 19:55:37,Net Banking,Shopping,Electronics,Contact lens case,47880,Expense,NPR
14/02/2021 13:30:27,Mobile Banking,Utilities,Gas,Landline bill payment (NTC),1522,Expense,NPR
11/09/2021 17:01:22,Net Banking,Entertainment,Games,Calligraphy starter kit,8957,Expense,NPR
04/07/2020 14:06:19,Credit Card,Shopping,Clothing,Phone recharge card,69021,Expense,NPR
14/11/2022 11:41:23,eSewa,Entertainment,Streaming,Barre fitness class,1867,Expense,NPR
03/08/2021 02:42:09,Mobile Banking,Shopping,Clothing,Mattress and pillows,77585,Expense,NPR
02/09/2020 21:17:28,UPI,Shopping,Personal Care,Pen drive (USB stick),55066,Expense,NPR
15/02/2023 20:09:32,IME Pay,Transportation,Parking,Engine mounting replacement,11749,Expense,NPR
21/05/2024 12:53:15,Khalti,Food,Beverages,Dinner at The Old House,2671,Expense,NPR
26/05/2022 11:26:18,eSewa,Health,Health Insurance,Jyotish health prediction,48718,Expense,NPR
13/10/2022 21:15:06,Debit Card,Transportation,Fuel,Bus fare to Lalitpur,8066,Expense,NPR
04/08/2021 00:26:39,Cash,Transportation,Fuel,Resident parking permit fee,12541,Expense,NPR
20/08/2020 19:01:02,IME Pay,Health,Doctor Visit,Oxygen cylinder rental or refill,35456,Expense,NPR
21/04/2021 09:53:28,eSewa,Utilities,Internet,Hand pump installation backup,1420,Expense,NPR
18/01/2021 05:32:55,Debit Card,Shopping,Household,Delivery charge for an online order,30313,Expense,NPR
04/02/2023 20:21:42,Credit Card,Shopping,Household,Hair dryer or straightener,29362,Expense,NPR
27/03/2024 13:31:30,Net Banking,Transportation,Taxi,Pathao ride to office,5548,Expense,NPR
09/12/2023 08:25:47,Net Banking,Transportation,Fuel,Car AC gas refill,3145,Expense,NPR
30/08/2021 06:32:18,UPI,Education,Courses,"Graduation ceremony fee (gown rental, photos)",17909,Expense,NPR
28/03/2023 17:13:12,Khalti,Shopping,Electronics,Winter jacket and warm clothes,55119,Expense,NPR
14/11/2021 21:37:33,Debit Card,Shopping,Electronics,Scarf or muffler,38194,Expense,NPR
03/01/2023 20:54:15,Cash,Education,Books,Buying a dictionary or thesaurus,2994,Expense,NPR
30/11/2024 19:15:07,Credit Card,Shopping,Electronics,Prayer flags and beads,83390,Expense,NPR
08/09/2020 03:43:03,Cash,Shopping,Personal Care,New television for the living room,81663,Expense,NPR
13/06/2022 21:29:09,Cash,Health,Doctor Visit,Colonoscopy with polyp removal,24517,Expense,NPR
19/01/2020 22:29:22,Debit Card,Transportation,Bus,Sound deadening material,7679,Expense,NPR
17/01/2024 16:43:57,Debit Card,Utilities,Phone,Utility locate service private,4502,Expense,NPR
07/11/2024 04:34:34,eSewa,Education,Courses,Semester exam form fee,18762,Expense,NPR
14/10/2023 04:12:51,Khalti,Utilities,Gas,Hybrid solar inverter purchase,3917,Expense,NPR
26/06/2020 06:48:49,Credit Card,Utilities,Gas,Rate payer advocate donation,3114,Expense,NPR
29/05/2020 04:04:45,Credit Card,Food,Snacks,Bacon strips purchase,4433,Expense,NPR
30/10/2021 00:49:15,Cash,Education,Stationery,"Selling old textbooks (income, but can be logged as neg expense)",30408,Expense,NPR
17/04/2023 22:30:34,UPI,Health,Lab Tests,Chelation therapy IV,48059,Expense,NPR
12/12/2021 10:11:12,Cash,Shopping,Clothing,Thermometer,1192,Expense,NPR
18/01/2022 22:38:06,Khalti,Health,Doctor Visit,Thoracentesis fluid removal,3141,Expense,NPR
04/06/2023 23:07:48,Mobile Banking,Food,Beverages,Lunch at a highway restaurant during travel,1635,Expense,NPR
29/12/2022 18:03:13,eSewa,Utilities,Phone,Security system monitoring monthly,3864,Expense,NPR
03/07/2024 07:13:43,eSewa,Education,Courses,Equivalence certificate fee from TU,41654,Expense,NPR
25/02/2024 09:01:39,UPI,Health,Lab Tests,Arterial stiffness testing,40911,Expense,NPR
10/08/2021 00:34:45,Debit Card,Health,Lab Tests,Medical equipment donation refurbish,47158,Expense,NPR
04/12/2023 13:58:02,Net Banking,Education,Stationery,School magazine subscription,27518,Expense,NPR
27/02/2021 06:09:37,eSewa,Entertainment,Movies,Terrarium workshop,9720,Expense,NPR
14/02/2023 21:56:20,UPI,Food,Snacks,Probiotic yogurt culture,2162,Expense,NPR
30/12/2021 04:41:51,Mobile Banking,Transportation,Parking,Cycle rickshaw from Ason to Indrachowk,11372,Expense,NPR
28/10/2021 00:21:12,IME Pay,Food,Dining Out,Kombucha SCOBY purchase,3720,Expense,NPR
08/10/2023 05:05:16,Debit Card,Entertainment,Games,Patan Museum entry fee,6549,Expense,NPR
25/08/2020 06:09:18,Khalti,Transportation,Parking,Flight to Tumlingtar,7224,Expense,NPR
31/05/2022 07:06:49,Debit Card,Food,Snacks,Coffee break at a conference,140,Expense,NPR
17/12/2023 05:51:46,IME Pay,Shopping,Clothing,Makeup kit purchase,92868,Expense,NPR
03/05/2021 15:06:22,Net Banking,Food,Dining Out,Spaghetti and pasta sauce,280,Expense,NPR
03/10/2021 14:22:41,Net Banking,Shopping,Electronics,Artificial flowers and plants,40931,Expense,NPR
09/06/2022 19:54:55,Mobile Banking,Shopping,Household,Laptop repair cost,84062,Expense,NPR
13/06/2020 19:58:15,Credit Card,Education,Books,"Subscription box for kids (e.g., science kits)",41936,Expense,NPR
30/09/2020 10:32:49,UPI,Transportation,Micro,Parking meter token purchase,2671,Expense,NPR
02/04/2022 11:19:22,UPI,Transportation,Parking,Press vehicle sticker,6548,Expense,NPR
29/01/2022 03:00:41,UPI,Education,Courses,School uniform purchase,35128,Expense,NPR
24/04/2020 17:36:35,Mobile Banking,Transportation,Taxi,Towing charge for illegal parking,1836,Expense,NPR
29/07/2022 13:33:38,eSewa,Transportation,Taxi,Water pump repair,994,Expense,NPR
21/07/2023 01:56:05,Debit Card,Education,Tuition,Buying a laptop stand and external keyboard for better ergonomics,47094,Expense,NPR
17/08/2023 18:35:21,UPI,Transportation,Parking,Spring replacement cost,11506,Expense,NPR
24/04/2024 06:21:37,Mobile Banking,Entertainment,Streaming,Coffee tasting tour,4130,Expense,NPR
11/06/2024 20:31:10,IME Pay,Entertainment,Streaming,Spinning wheel class,7832,Expense,NPR
16/09/2020 07:40:27,Net Banking,Utilities,Water,Transformer installation private,5560,Expense,NPR
17/04/2021 12:14:08,Net Banking,Transportation,Taxi,Taxi ride in the rain (surge pricing),7227,Expense,NPR
29/08/2023 21:46:30,Net Banking,Food,Beverages,Truffle oil expensive,3776,Expense,NPR
30/12/2023 16:10:26,Khalti,Education,Stationery,Donation to a school building fund,39473,Expense,NPR
02/10/2022 08:52:08,Net Banking,Transportation,Bus,Guest parking pass purchase,11258,Expense,NPR
11/11/2021 05:28:08,Khalti,Entertainment,Games,Attending a friend's concert,2696,Expense,NPR
20/07/2023 07:35:54,Debit Card,Education,Courses,School lunch program fee,17235,Expense,NPR
31/10/2020 12:47:56,Debit Card,Utilities,Water,Community utility fund donation,3565,Expense,NPR
15/06/2021 20:28:33,Khalti,Food,Groceries,Local raksi purchase for gathering,2929,Expense,NPR
12/10/2022 02:16:46,UPI,Utilities,Internet,Waste-to-energy project share,609,Expense,NPR
14/05/2021 01:49:57,Khalti,Food,Dining Out,Tempeh starter culture,1868,Expense,NPR
18/07/2023 23:52:30,IME Pay,Transportation,Taxi,Indicator relay replacement,3129,Expense,NPR
29/09/2021 04:19:30,UPI,Food,Dining Out,Sambhar masala South Indian,4199,Expense,NPR
11/04/2020 03:55:36,Mobile Banking,Food,Beverages,Samosa and jeri breakfast,3299,Expense,NPR
18/10/2023 20:33:33,Credit Card,Transportation,Fuel,Exhaust pipe repair welding,11870,Expense,NPR
13/04/2023 00:33:02,UPI,Utilities,Internet,Neighbor utility help,5268,Expense,NPR
21/08/2023 16:18:09,Debit Card,Shopping,Electronics,Laptop repair cost,2066,Expense,NPR
26/05/2024 15:37:47,Net Banking,Shopping,Personal Care,Extended warranty for an electronic device,19303,Expense,NPR
28/08/2024 11:06:54,Khalti,Utilities,Gas,Drip irrigation system home garden,3524,Expense,NPR
19/01/2023 00:45:10,Credit Card,Health,Pharmacy,Organic acid testing,25881,Expense,NPR
01/08/2024 14:08:06,Net Banking,Food,Beverages,Timur (Szechuan pepper) fresh,536,Expense,NPR
05/12/2021 13:28:24,Khalti,Shopping,Clothing,Doormats,8447,Expense,NPR
26/02/2021 03:01:49,Khalti,Health,Pharmacy,Reiki healing session,20000,Expense,NPR
31/12/2020 01:11:16,eSewa,Food,Groceries,Pine nuts expensive,4087,Expense,NPR
04/07/2021 09:01:06,UPI,Entertainment,Games,Blinkist book summaries,1971,Expense,NPR
09/02/2022 17:52:44,UPI,Shopping,Personal Care,Online shopping from Daraz,30855,Expense,NPR
24/03/2024 23:05:54,Debit Card,Food,Beverages,Aamras mango pulp,3322,Expense,NPR
11/04/2024 21:28:09,UPI,Utilities,Water,Emergency utility restoration,6178,Expense,NPR
11/07/2020 17:17:34,Cash,Education,Stationery,Buying a laptop for educational purposes,49245,Expense,NPR
14/12/2023 18:17:27,Khalti,Food,Beverages,Bara and chatamari from Newari restaurant,3918,Expense,NPR
01/12/2020 05:18:59,Cash,Utilities,Internet,Cost of installing a water pump,346,Expense,NPR
29/05/2023 20:40:59,eSewa,Education,Books,Buying a laptop stand and external keyboard for better ergonomics,17748,Expense,NPR
28/12/2020 03:34:37,Credit Card,Shopping,Personal Care,Air conditioner or air cooler,96190,Expense,NPR
09/04/2020 13:26:17,Khalti,Transportation,Parking,Bus pass for a student,8583,Expense,NPR
05/10/2020 21:42:36,Net Banking,Entertainment,Streaming,Bookbinding workshop,2398,Expense,NPR
18/07/2020 14:11:42,Khalti,Health,Lab Tests,Breast pump purchase/rental,14010,Expense,NPR
13/07/2022 17:10:07,UPI,Shopping,Household,Summer t-shirts and shorts,35429,Expense,NPR
02/01/2022 08:45:12,Cash,Education,Courses,Fee for a professional networking event,17694,Expense,NPR
17/08/2021 08:32:31,Net Banking,Shopping,Household,Electric fan or heater,94498,Expense,NPR
30/07/2023 14:04:25,eSewa,Utilities,Electricity,Google Voice for business,6282,Expense,NPR
14/10/2023 03:44:23,UPI,Food,Beverages,Goji berries superfood,3816,Expense,NPR
27/10/2022 05:50:26,Cash,Food,Dining Out,Sugarcane juice,4797,Expense,NPR
28/05/2024 23:21:19,Credit Card,Food,Beverages,Vinegar and soy sauce,167,Expense,NPR
23/10/2021 09:32:32,IME Pay,Utilities,Water,Ventrilo server hosting,7925,Expense,NPR
23/03/2020 03:16:54,Mobile Banking,Entertainment,Games,Wine tasting event ticket,5260,Expense,NPR
14/10/2024 21:15:01,Debit Card,Transportation,Fuel,Hotel guest parking fee,6831,Expense,NPR
18/05/2020 04:19:29,UPI,Entertainment,Movies,Kindle Unlimited subscription,5343,Expense,NPR
05/04/2023 14:04:06,eSewa,Education,Stationery,Video editing course fee,47058,Expense,NPR
12/07/2022 11:20:25,Net Banking,Transportation,Bus,Fuel for a grass cutter machine,7386,Expense,NPR
24/09/2020 01:35:01,Debit Card,Education,Tuition,Audiobook for educational listening,32319,Expense,NPR
30/07/2021 08:48:49,eSewa,Food,Snacks,Instant coffee powder jar,2217,Expense,NPR
12/03/2020 22:23:16,Credit Card,Shopping,Personal Care,Lunch box,42866,Expense,NPR
09/12/2021 00:05:54,Cash,Health,Doctor Visit,Oxygen cylinder rental or refill,46449,Expense,NPR
20/04/2021 04:31:46,Credit Card,Entertainment,Streaming,Wildlife photography hide rental,8829,Expense,NPR
19/03/2020 14:19:51,eSewa,Shopping,Personal Care,Laptop purchase,47074,Expense,NPR
06/10/2023 21:10:07,Mobile Banking,Entertainment,Streaming,Entry fee to a national park,7393,Expense,NPR
12/12/2021 13:18:17,UPI,Utilities,Phone,Antivirus software renewal,3595,Expense,NPR
17/08/2021 07:20:31,IME Pay,Transportation,Fuel,Electric scooter charging cost,9982,Expense,NPR
17/04/2022 21:10:57,eSewa,Utilities,Water,Heat detector kitchen,4239,Expense,NPR
04/05/2020 11:32:19,IME Pay,Education,Tuition,Internship-related expenses (unpaid),19975,Expense,NPR
02/09/2024 16:20:31,eSewa,Utilities,Phone,Phone insurance premium,6820,Expense,NPR
24/01/2022 15:07:55,eSewa,Food,Groceries,Masala tea at a cafe,4171,Expense,NPR
10/08/2022 15:27:19,Cash,Utilities,Gas,Electric geyser repair,138,Expense,NPR
21/06/2022 20:37:48,Net Banking,Food,Groceries,Dinner at a hotel restaurant,1546,Expense,NPR
11/05/2022 23:13:52,Credit Card,Entertainment,Streaming,VR headset purchase,1152,Expense,NPR
11/01/2020 19:31:23,Credit Card,Transportation,Fuel,Indicator relay replacement,9335,Expense,NPR
30/06/2020 00:24:51,Credit Card,Education,Tuition,Montessori or pre-school fees,28486,Expense,NPR
14/10/2022 17:22:23,Debit Card,Utilities,Internet,Rate case intervention fee,7360,Expense,NPR
19/06/2024 00:04:13,Khalti,Entertainment,Events,Tai Chi in the park,2886,Expense,NPR
15/08/2024 06:47:57,Debit Card,Education,Courses,Research paper publication fee,10734,Expense,NPR
10/03/2023 19:31:50,Khalti,Health,Pharmacy,Pre-natal check-ups,38636,Expense,NPR
18/07/2024 13:12:55,Credit Card,Utilities,Gas,Gas stove repair and service,4743,Expense,NPR
23/03/2020 21:17:24,Debit Card,Shopping,Household,Household items from Bhat-Bhateni,82606,Expense,NPR
03/08/2023 03:04:26,Net Banking,Utilities,Gas,Voicemail to email service,5105,Expense,NPR
04/04/2020 07:51:53,Net Banking,Education,Books,"Selling old textbooks (income, but can be logged as neg expense)",16996,Expense,NPR
07/04/2022 13:29:26,Khalti,Transportation,Micro,Raft rental for river crossing,3429,Expense,NPR
24/12/2021 13:28:49,IME Pay,Food,Dining Out,Aloo bhujia packet,339,Expense,NPR
04/04/2021 08:01:30,Mobile Banking,Shopping,Electronics,Art and craft supplies for a hobby,38565,Expense,NPR
27/09/2024 01:38:45,IME Pay,Food,Snacks,Sel roti ingredients for Tihar,844,Expense,NPR
17/11/2023 05:40:35,IME Pay,Transportation,Bus,Fuel pump repair cost,10850,Expense,NPR
29/05/2020 17:38:07,Cash,Utilities,Gas,Buying a new water filter candle,6939,Expense,NPR
02/05/2022 15:56:24,Khalti,Transportation,Micro,Reserved parking spot rental,7097,Expense,NPR
07/12/2022 05:53:46,Debit Card,Shopping,Clothing,Pen drive (USB stick),65120,Expense,NPR
23/02/2024 01:44:27,UPI,Utilities,Gas,Utility splitting app subscription,2738,Expense,NPR
08/08/2023 17:16:18,eSewa,Transportation,Parking,Baby carrier for bike,11249,Expense,NPR
12/12/2021 13:22:37,Mobile Banking,Transportation,Micro,Winch installation front bumper,1442,Expense,NPR
13/04/2024 10:03:48,Mobile Banking,Education,Books,Graph paper and tracing paper,14809,Expense,NPR
30/05/2022 17:52:32,UPI,Entertainment,Games,Subscription to an online magazine,7315,Expense,NPR
05/06/2024 07:53:20,Credit Card,Entertainment,Movies,Short film festival entry,9534,Expense,NPR
14/09/2024 13:22:49,Credit Card,Entertainment,Games,YouTube channel membership,2167,Expense,NPR
20/09/2021 14:56:10,Credit Card,Utilities,Gas,Smart electricity meter installation,3415,Expense,NPR
05/06/2020 23:30:36,Credit Card,Food,Snacks,Parsley fresh bunches,127,Expense,NPR
20/06/2024 05:39:33,Khalti,Health,Health Insurance,Incontinence products monthly,34746,Expense,NPR
05/12/2023 12:37:57,Net Banking,Food,Snacks,Choila with beaten rice in Patan,3467,Expense,NPR
08/04/2024 22:12:03,eSewa,Utilities,Water,New WiFi installation cost,7878,Expense,NPR
18/12/2021 11:19:56,eSewa,Education,Books,College admission fee,12734,Expense,NPR
23/01/2021 05:31:08,Credit Card,Education,Courses,Online course on stock market trading,22999,Expense,NPR
22/04/2020 10:49:32,IME Pay,Utilities,Electricity,Water conservation audit,6544,Expense,NPR
13/06/2020 09:34:51,eSewa,Transportation,Micro,Skid plate fitting,495,Expense,NPR
09/09/2021 20:54:37,Credit Card,Transportation,Parking,Jeep fare to Jiri,181,Expense,NPR
17/10/2021 22:54:25,Net Banking,Utilities,Internet,Solar monitoring app subscription,3422,Expense,NPR
22/04/2020 05:13:53,Cash,Health,Lab Tests,Testosterone level check,9993,Expense,NPR
16/09/2020 02:03:15,Debit Card,Entertainment,Games,Subscription to a comic book service,9903,Expense,NPR
16/12/2020 08:16:46,Khalti,Utilities,Gas,Induction cooktop purchase incentive,7805,Expense,NPR
18/07/2024 17:41:47,Cash,Utilities,Internet,Firewood purchase,2830,Expense,NPR
15/11/2020 22:28:08,Mobile Banking,Health,Pharmacy,Amniocentesis procedure,18249,Expense,NPR
29/01/2024 11:54:08,Khalti,Education,Tuition,University application fees (foreign universities),9197,Expense,NPR
17/02/2022 15:33:26,Net Banking,Food,Dining Out,Sorbet fruit purees,3177,Expense,NPR
24/05/2020 06:57:17,Credit Card,Food,Snacks,Dinner at a rooftop restaurant,241,Expense,NPR
02/02/2021 13:06:01,Net Banking,Entertainment,Events,Street art tour,8662,Expense,NPR
06/05/2021 04:29:32,Credit Card,Health,Pharmacy,Vein stripping surgery,11755,Expense,NPR
18/02/2020 08:25:35,Net Banking,Shopping,Personal Care,Diapers and wipes for a baby,49917,Expense,NPR
11/11/2020 06:26:40,Mobile Banking,Health,Pharmacy,Buying a thermometer,6491,Expense,NPR
23/11/2023 09:23:58,Cash,Shopping,Household,Stitching a new dress with a local tailor,15917,Expense,NPR
24/12/2024 22:59:44,Credit Card,Education,Courses,Buying a graphing calculator,18827,Expense,NPR
24/07/2021 18:22:13,Khalti,Entertainment,Events,Karate belt testing fee,4483,Expense,NPR
02/05/2022 23:09:30,Net Banking,Food,Snacks,Instant soup packets,4626,Expense,NPR
06/09/2022 02:44:45,Net Banking,Food,Dining Out,Raksi from local distillery,1032,Expense,NPR
11/08/2021 23:28:05,Net Banking,Education,Tuition,Hotel management course fee,31422,Expense,NPR
24/07/2022 18:05:36,Cash,Education,Stationery,Buying a new backpack,34245,Expense,NPR
28/11/2023 01:36:03,Credit Card,Shopping,Clothing,Phone recharge card,97550,Expense,NPR
28/03/2021 19:32:29,Khalti,Entertainment,Movies,Buying a new deck of playing cards,3339,Expense,NPR
14/08/2023 21:37:19,Debit Card,Education,Stationery,Continuing education credits (CEC) fee,4784,Expense,NPR
22/09/2022 00:45:20,IME Pay,Education,Books,Ethical hacking course fee,27130,Expense,NPR
12/11/2020 11:41:20,Credit Card,Food,Snacks,New Year's Eve dinner,4150,Expense,NPR
12/10/2021 08:08:22,eSewa,Health,Doctor Visit,Ankle-brachial index test,37029,Expense,NPR
